dataset,model,latent_dim,PR-AUC,ROC-AUC,Max F1,Max F1 Precision,Max F1 Recall,runtime,subsample,lr,PR-AUC_std,ROC-AUC_std,Max F1_std,Max F1 Precision_std,Max F1 Recall_std,runtime_std,subsample_std,lr_std
covertype,DAE,0.2,0.7632328710751055,0.9864721402885508,0.7355770280973176,0.7938772301950933,0.6863468634686347,20.11068949699402,50000.0,0.02,0.052709478970147536,0.00915772071510737,0.03795673342010201,0.031574495785253766,0.052054376308730194,1.0463818268113032,0.0,0.0
covertype,DAE,0.4,0.8012153244276172,0.9912830283222158,0.7664242908066747,0.8041561423282882,0.7357933579335793,21.25874319076538,50000.0,0.02,0.06990760918806832,0.005795927092681692,0.0414525435914411,0.05539120805487806,0.06494884253488355,0.1838755089828715,0.0,0.0
covertype,DAE,0.6000000000000001,0.7910914785322163,0.996005519014307,0.7380572804042362,0.755083061792268,0.7265682656826569,21.392676877975465,50000.0,0.02,0.04851896365038732,0.0007032747589516933,0.03441228145115431,0.08521335104916605,0.023749909970525448,0.18931560113484897,0.0,0.0
covertype,DAE,0.8,0.8532633780026557,0.9967056098439183,0.8023489833313846,0.8170177639796579,0.7896678966789669,21.239411449432374,50000.0,0.02,0.046709506175065876,0.001606649668323635,0.049924774523678835,0.0617946055883564,0.05108069446460194,0.20441283172902502,0.0,0.0
covertype,DAE,1.0,0.8123613695469855,0.9966438630175457,0.755084598142526,0.750396879578734,0.766420664206642,21.307840251922606,50000.0,0.02,0.04606039273897567,0.0017487982994645447,0.04428638390176198,0.06339034641572552,0.08182402014528456,0.12365256558999764,0.0,0.0
covertype,DAE,1.2,0.8195774858314575,0.9971779775422405,0.7636733328584917,0.7558978631893833,0.7749077490774907,20.96551775932312,50000.0,0.02,0.047937275788947846,0.0005884723521805044,0.04588361461362587,0.07734332955414891,0.03200987375073333,0.555263458158527,0.0,0.0
covertype,DAE,1.4000000000000001,0.8520791579270934,0.9978781952080105,0.8045835573701009,0.7811084836001231,0.8321033210332104,20.522673082351684,50000.0,0.02,0.05529694046836013,0.0006760142891606372,0.04219293188492492,0.06964042668305175,0.026319820327836013,0.12684321958483458,0.0,0.0
covertype,DAE,1.6,0.8648186895031926,0.9977364893750842,0.7965408529862247,0.7940666914878567,0.8003690036900369,20.438127422332762,50000.0,0.02,0.04384773643539928,0.0009753631064465012,0.03732433726173905,0.016820106768149018,0.06191679601214196,0.1858122360918593,0.0,0.0
covertype,DAE,1.8,0.8256734967142568,0.9977693250182533,0.7846474572937024,0.7676956612839961,0.8059040590405904,20.488283586502074,50000.0,0.02,0.0505409880189705,0.0006772686815037471,0.04250699605291934,0.07416555783711287,0.03298921881709742,0.0819731971328853,0.0,0.0
covertype,DAE,2.0,0.8326875417225577,0.9976403326449861,0.7920225994464712,0.7695651497747955,0.8166051660516604,20.647769498825074,50000.0,0.02,0.06655698077117098,0.001219289409678344,0.0489809602447724,0.06302611931418482,0.03540801437421004,0.12107411707145362,0.0,0.0
covertype,PW-AE,0.2,0.5461008205127269,0.968540715675263,0.5572369094873244,0.629066695163318,0.5051660516605165,23.377028369903563,50000.0,0.02,0.17497452563860927,0.016642344813325414,0.15248125378433583,0.2092474317816716,0.11415581077930083,0.5299037077051258,0.0,0.0
covertype,PW-AE,0.4,0.6104438200914276,0.9773689152031639,0.608356416793008,0.6989069594142998,0.5398523985239853,23.232507276535035,50000.0,0.02,0.17685538146410104,0.017224083377807294,0.14560989773017302,0.18310749629817127,0.12227754512569207,0.32498216025730836,0.0,0.0
covertype,PW-AE,0.6000000000000001,0.6666035894695017,0.982964605698465,0.6462333438692947,0.7144264381721284,0.5929889298892989,23.324668216705323,50000.0,0.02,0.11897624492485531,0.010977318325226353,0.0995447602523297,0.10488728872422667,0.10251564061439827,0.2919547239093937,0.0,0.0
covertype,PW-AE,0.8,0.7622511828550712,0.9902344364945529,0.7221949087466394,0.833243844867965,0.6420664206642066,23.227791166305543,50000.0,0.02,0.09635639586301362,0.006954876135119324,0.08649655522917198,0.06851121924676899,0.10623686089010541,0.4025419573583854,0.0,0.0
covertype,PW-AE,1.0,0.7216311003970173,0.9852828050905765,0.6939097118026041,0.7959581032067106,0.6210332103321032,23.24036865234375,50000.0,0.02,0.04912281413814421,0.006290900721218245,0.052144181656031345,0.07240362339693424,0.07786983373626621,0.17620373886974205,0.0,0.0
covertype,PW-AE,1.2,0.7375180221870953,0.9888576896808638,0.7219279025725263,0.80978295276729,0.6605166051660516,23.146598720550536,50000.0,0.02,0.09574413276565143,0.00521248971254695,0.08451307022697592,0.06794698915417416,0.12331985177454627,0.05283462170248535,0.0,0.0
covertype,PW-AE,1.4000000000000001,0.6986633228357368,0.9896969943859333,0.6648496674730439,0.720743957021166,0.6184501845018451,23.384871339797975,50000.0,0.02,0.09627288981926382,0.0038438499380444983,0.09080833039618738,0.09919589784188719,0.08896739421357211,0.24593766623186306,0.0,0.0
covertype,PW-AE,1.6,0.7518405460071554,0.9925464432977462,0.6996963538813216,0.7481234415292277,0.6579335793357933,23.242326545715333,50000.0,0.02,0.08716057315635259,0.0038934814447184494,0.07826080925029336,0.08635275672276786,0.07495181660529966,0.2700639222764562,0.0,0.0
covertype,PW-AE,1.8,0.7700726246178577,0.9922761852876324,0.7274691520726734,0.8098628342078358,0.6608856088560886,23.27513494491577,50000.0,0.02,0.10968406810260377,0.006092881040324984,0.0943832000511323,0.09799093252548838,0.09196820145928579,0.22218982813969093,0.0,0.0
covertype,PW-AE,2.0,0.6738050371629741,0.9857111457199735,0.6557799110618208,0.7258757093753394,0.6110701107011071,23.356616592407228,50000.0,0.02,0.16973381072632687,0.012161377600841069,0.1423733015147715,0.167975069947166,0.14547827159556762,0.11506798198891063,0.0,0.0
creditcard,AE,0.2,0.4423161882431801,0.9713041413394459,0.5419219204112695,0.588828185803085,0.5027027027027027,12.982161045074463,50000.0,0.02,0.010970122864395393,0.0012284543431641084,0.006212055391391827,0.023508441900674557,0.014011109022518724,0.051364603954861185,0.0,0.0
creditcard,AE,0.4,0.4403259050682989,0.9711710988851324,0.5384773017521124,0.5772383311299678,0.5054054054054055,13.013026094436645,50000.0,0.02,0.011930633730402838,0.001188615656822278,0.01023145043353831,0.02166342755081122,0.019348406842265332,0.04088961963026835,0.0,0.0
creditcard,AE,0.6000000000000001,0.4467756525501033,0.9697315404950004,0.5412793689785917,0.5717588090198171,0.5148648648648649,13.05118432044983,50000.0,0.02,0.008226302029866621,0.001545972930551907,0.004600733744861902,0.023792995788254265,0.015407776014853204,0.08802398523229255,0.0,0.0
creditcard,AE,0.8,0.4483726016801766,0.9709511234334712,0.545700423154841,0.5753939694839997,0.5202702702702703,12.958368062973022,50000.0,0.02,0.012935281827373125,0.001628204846447119,0.01464326491287336,0.037985922862489134,0.012640734414776785,0.01951105924126897,0.0,0.0
creditcard,AE,1.0,0.4539743568583785,0.9717087443698211,0.5460712968862659,0.5791428897506667,0.5175675675675675,12.986876440048217,50000.0,0.02,0.016047299131178926,0.0014386550854485584,0.011713850553724472,0.02806582055611548,0.017619465960007116,0.0294233029955925,0.0,0.0
creditcard,AE,1.2,0.4543665780233718,0.9707395241265498,0.5424824603314307,0.5879563853967897,0.5054054054054055,13.112353420257568,50000.0,0.02,0.01610311707959106,0.001662271531513733,0.01298608180639292,0.04264446788015779,0.014648299586945123,0.10660535384623927,0.0,0.0
creditcard,AE,1.4000000000000001,0.46014507945971916,0.9707053960805064,0.5470342828718253,0.5735520654703775,0.5243243243243243,13.111907815933227,50000.0,0.02,0.013591041094095568,0.0025631809647794087,0.018303813307919217,0.044459258100617544,0.00770388800742658,0.049522587318239046,0.0,0.0
creditcard,AE,1.6,0.45971526503758253,0.9711710717778679,0.5465775809917436,0.6055332409124021,0.5013513513513514,13.047438097000121,50000.0,0.02,0.017807037023848924,0.0016376355583061386,0.0183450185021955,0.045395162871828855,0.03619755469183476,0.02861015236834198,0.0,0.0
creditcard,AE,1.8,0.45369343567708054,0.9693581921406281,0.5399599815728895,0.5498778503096818,0.5445945945945946,13.223841667175293,50000.0,0.02,0.02314912867686326,0.0008467745267801615,0.02049786267423993,0.07723992926349506,0.06349194573423515,0.04444031335697327,0.0,0.0
creditcard,AE,2.0,0.47338168297601513,0.9714168804526263,0.5580025860358477,0.6022414976091447,0.5202702702702703,13.207630920410157,50000.0,0.02,0.014763560843574186,0.0016847616105571774,0.004597094571350917,0.018403197438317254,0.010683370473541814,0.023189300373270258,0.0,0.0
creditcard,DAE,0.2,0.45604965999157043,0.9722414021178365,0.5561624828425571,0.6153309012495226,0.508108108108108,21.18495292663574,50000.0,0.02,0.007394316435630903,0.0015658350413630085,0.002828068963558292,0.01875095387938803,0.01682418864593072,0.15233039717089703,0.0,0.0
creditcard,DAE,0.4,0.47501856397909065,0.9732856010547979,0.5556454230220824,0.6202023099518855,0.504054054054054,21.17179927825928,50000.0,0.02,0.008034660469904881,0.0015377019300558848,0.009240046716506236,0.030954311008445853,0.01024712897844806,0.12627951882964214,0.0,0.0
creditcard,DAE,0.6000000000000001,0.48593069937681477,0.9713796892856911,0.5595089693697958,0.6091345925528546,0.5175675675675675,21.37117557525635,50000.0,0.02,0.01598252236907451,0.0009109880803521105,0.011149372691658704,0.014748807051327816,0.014011109022518713,0.17052255643798173,0.0,0.0
creditcard,DAE,0.8,0.4834755961615632,0.9744083297371029,0.5577602385075651,0.5942894737095941,0.527027027027027,21.539438438415527,50000.0,0.02,0.018417179328572376,0.0023249042694864133,0.0185209948873084,0.045879699386313824,0.008275303185078315,0.3966747529774874,0.0,0.0
creditcard,DAE,1.0,0.4872870913796456,0.973661714350152,0.5533997240632329,0.6422810320173403,0.4905405405405405,21.40788378715515,50000.0,0.02,0.018720859103622336,0.0011321681319682027,0.01333076638532603,0.06716167451900913,0.03364837729186143,0.22496060381977664,0.0,0.0
creditcard,DAE,1.2,0.49562981335994627,0.9725151041677961,0.5538342333738082,0.6292399936005767,0.5,21.434537887573242,50000.0,0.02,0.01164728685829265,0.001807100908933823,0.010745888737733732,0.06797150880910326,0.03762002947858122,0.17092732920922746,0.0,0.0
creditcard,DAE,1.4000000000000001,0.5077311954120857,0.9713950862119441,0.5670659951823328,0.646127368657363,0.5094594594594595,21.538901233673094,50000.0,0.02,0.003839756671296464,0.0020227770330703185,0.005945439103307062,0.05421623438396292,0.036260561797293867,0.127918035893223,0.0,0.0
creditcard,DAE,1.6,0.49853632774338363,0.9731241772945214,0.5608443891638103,0.6604968772794162,0.49459459459459454,21.397187519073487,50000.0,0.02,0.021765269370901702,0.0012094901688672155,0.011403650250093262,0.08314836276035749,0.043632119705305214,0.13011190068214626,0.0,0.0
creditcard,DAE,1.8,0.503739066470233,0.9727158876761702,0.5593727400444992,0.6842436702888368,0.4783783783783783,21.57770667076111,50000.0,0.02,0.012270732397043462,0.001976898830456114,0.013556690706996024,0.06827761825805115,0.043105778129017745,0.06453764232837268,0.0,0.0
creditcard,DAE,2.0,0.4984626623740712,0.9739292630510636,0.5636663461616889,0.7011524647906088,0.48108108108108105,21.53776259422302,50000.0,0.02,0.006214394903043167,0.0014242182696930677,0.006380425536815086,0.10527092422303487,0.0481107651862646,0.18451315683955216,0.0,0.0
creditcard,PW-AE,0.2,0.4216785559122858,0.9674650750003796,0.5412135825629304,0.5999723024842342,0.49459459459459454,24.111282634735108,50000.0,0.02,0.014485387077431288,0.003956025034665012,0.006641045591177406,0.026281765311819517,0.026342687418402615,0.28419796016696347,0.0,0.0
creditcard,PW-AE,0.4,0.4336260816847085,0.9699153006412494,0.548702848892444,0.6111297885381483,0.4986486486486486,24.32048454284668,50000.0,0.02,0.016251740351185366,0.003005330865117803,0.00427455659557527,0.022859120237577177,0.015407776014853191,0.2145646903547299,0.0,0.0
creditcard,PW-AE,0.6000000000000001,0.4614668159722489,0.9696551793308192,0.5610670301915375,0.6176161232258885,0.5148648648648648,24.87634143829346,50000.0,0.02,0.020671009133755372,0.001229579950158454,0.005515698015801096,0.021516010123436586,0.01813028089864692,0.38286123012484896,0.0,0.0
creditcard,PW-AE,0.8,0.46602634417045685,0.9712123832490116,0.5581726351704593,0.6188583932545797,0.5094594594594595,24.31484446525574,50000.0,0.02,0.01190010518303026,0.002161398556197646,0.01141326695347336,0.031889023388261016,0.018870594653741767,0.16854518387976622,0.0,0.0
creditcard,PW-AE,1.0,0.46978125697170725,0.9715458839245248,0.5655424704063862,0.6340144711054612,0.5108108108108108,24.08160662651062,50000.0,0.02,0.016858193508877038,0.0012393070161630896,0.012697657647231034,0.026681372508531833,0.011306216574784785,0.5863396988221212,0.0,0.0
creditcard,PW-AE,1.2,0.4710715976625278,0.9708663590172858,0.5551613082969917,0.5893591981592243,0.527027027027027,23.63815999031067,50000.0,0.02,0.02272318321100019,0.0035536915604197136,0.01172331000326528,0.04499747906153531,0.01850414045625562,0.28210644199680734,0.0,0.0
creditcard,PW-AE,1.4000000000000001,0.4959710007675596,0.9731418241237305,0.5700273166831226,0.6264795116638059,0.522972972972973,23.603101539611817,50000.0,0.02,0.01594351669357368,0.0015691487797959741,0.011004906487018557,0.018157737584693148,0.006043426966215639,0.16179602473907734,0.0,0.0
creditcard,PW-AE,1.6,0.48750058823589787,0.9712586282422999,0.5627487221205122,0.6025261184240984,0.5283783783783783,23.681176567077635,50000.0,0.02,0.025693665185820114,0.002960486898081149,0.009779467997662042,0.025837361728023235,0.005653108287392397,0.4607562010963142,0.0,0.0
creditcard,PW-AE,1.8,0.4890626549603893,0.9712433668523694,0.5602941928965669,0.6041906098800259,0.522972972972973,23.61744303703308,50000.0,0.02,0.00957814221381742,0.0032602350628103314,0.015196478246921578,0.03237269302126747,0.010247128978448011,0.25505811408704826,0.0,0.0
creditcard,PW-AE,2.0,0.49726651288011575,0.9723540599092232,0.5655687211263286,0.6319900072239963,0.5162162162162163,23.629689836502074,50000.0,0.02,0.023472086441407504,0.0017233387478171765,0.0110128583331114,0.05096248216421542,0.0395717580117468,0.1455372961453418,0.0,0.0
shuttle,AE,0.2,0.8774312917264131,0.9722804123843256,0.8364280750916201,0.9016965775454651,0.7823412133295358,11.867876625061035,50000.0,0.02,0.050385743926682915,0.009232246131965938,0.060411475403080415,0.059153334184929525,0.07553412180545536,0.022456149213744916,0.0,0.0
shuttle,AE,0.4,0.870491460058585,0.9748838227689441,0.8144745995691858,0.8657939255829549,0.7694104243805183,11.883325290679931,50000.0,0.02,0.02184675226186312,0.0031251203535368343,0.024717759617595293,0.040878321598786745,0.018625298987729366,0.027080226320683878,0.0,0.0
shuttle,AE,0.6000000000000001,0.8725209368039261,0.9746244927740747,0.825937580879448,0.8714543087863328,0.786442608943321,11.909863138198853,50000.0,0.02,0.051773111318468464,0.006271411392885857,0.06974340752359269,0.0978547655251588,0.05109364826006341,0.07480335425982218,0.0,0.0
shuttle,AE,0.8,0.8219930321444375,0.9715162203769132,0.8026107551022754,0.8035562636314024,0.824038735403019,12.030857276916503,50000.0,0.02,0.15168906396176346,0.01242726858772373,0.12350981165990577,0.19415050293146988,0.059750073033420725,0.26922557330315394,0.0,0.0
shuttle,AE,1.0,0.8759877333757462,0.9760213474025884,0.8301670809651158,0.8472477513249919,0.8164055824551409,11.923833656311036,50000.0,0.02,0.050964462055673926,0.004718139684501073,0.0627746471537329,0.08810872657895448,0.05299496186674323,0.0511908569396899,0.0,0.0
shuttle,AE,1.2,0.906084717389942,0.978962418356293,0.8682075322776983,0.9095850919722899,0.8306465394474509,11.953870248794555,50000.0,0.02,0.01644147986365203,0.0017814489959125258,0.029315007874397545,0.028723572865929716,0.033300461386146056,0.03603161837239508,0.0,0.0
shuttle,AE,1.4000000000000001,0.8378407776167988,0.973412659997711,0.8119757595051379,0.8193392530822694,0.8215892908003418,11.966275215148926,50000.0,0.02,0.12075110285789102,0.011243957424298996,0.11846018782621756,0.1882579373709324,0.03898465553139236,0.07359249639176395,0.0,0.0
shuttle,AE,1.6,0.8855231622589288,0.9761724778639123,0.8476345694723741,0.8922002957891128,0.8081458273996013,11.940282821655273,50000.0,0.02,0.046248561507673994,0.005152633028482999,0.06488211653882228,0.0897566676931683,0.043743899168341545,0.057759232987714536,0.0,0.0
shuttle,AE,1.8,0.8127223935861526,0.9688162141552026,0.7802960726821938,0.7618684761552584,0.8274565650811734,11.911379051208495,50000.0,0.02,0.1348186482222967,0.01317232046046382,0.13888580625361752,0.21822164194523264,0.05406554518088798,0.04904951909013583,0.0,0.0
shuttle,AE,2.0,0.8083631179167543,0.971301673202795,0.7548502261413967,0.7562091257652385,0.7547707205924238,11.997355747222901,50000.0,0.02,0.08489784716665566,0.00883111118903512,0.08900606904450996,0.10706753662055296,0.07564053171484048,0.08043877856730179,0.0,0.0
shuttle,DAE,0.2,0.917493004164043,0.977895356875708,0.8835415884294383,0.9529422171033259,0.8239817715750497,19.891218900680542,50000.0,0.02,0.016109005131773577,0.00337117171255842,0.0282971196446852,0.025340308585349407,0.03652132222845295,0.05472065439344143,0.0,0.0
shuttle,DAE,0.4,0.905647166562259,0.9777707627161162,0.8668899099832255,0.9070145438441723,0.8308743947593278,19.933960342407225,50000.0,0.02,0.03194088687920352,0.00398483372011156,0.040889123643038,0.052011699742611064,0.0400646489951803,0.09030925600516566,0.0,0.0
shuttle,DAE,0.6000000000000001,0.9284783141149603,0.9821851957201579,0.9103431559329078,0.9573416634481962,0.8679578467673027,20.040527153015137,50000.0,0.02,0.0037388501507973283,0.0014913849317531372,0.007873845459307999,0.014477954033162769,0.013462940093274584,0.07729510244967593,0.0,0.0
shuttle,DAE,0.8,0.9301515249576029,0.9815441470978831,0.9122865011163999,0.959031523422548,0.8699515807462262,20.13789587020874,50000.0,0.02,0.010936823818540671,0.001501790960193129,0.019715170017738592,0.014078716473499767,0.02437792291809167,0.17647140200807415,0.0,0.0
shuttle,DAE,1.0,0.9165680955014489,0.9798717352935675,0.8923410720085622,0.9469569786185396,0.8440900028481915,20.18252739906311,50000.0,0.02,0.03130674459494556,0.00420387215359948,0.043870754895523174,0.0333709869753978,0.0532038798821118,0.11459477131782705,0.0,0.0
shuttle,DAE,1.2,0.9267081310432278,0.9816112825917074,0.9046182095006351,0.9444270792707525,0.8680717744232412,20.336124324798583,50000.0,0.02,0.019829953879034908,0.001919748947309186,0.03366176416413123,0.031778601690154194,0.03559920236348477,0.13416055761308252,0.0,0.0
shuttle,DAE,1.4000000000000001,0.9266091080664157,0.9821119922153517,0.902580093651715,0.9484858571129129,0.8612361150669325,20.909548854827882,50000.0,0.02,0.014004233316461629,0.001401020570344969,0.024372088879417095,0.0135096015481761,0.035233865942917636,0.44330819090354456,0.0,0.0
shuttle,DAE,1.6,0.9004272238299718,0.9802570864802653,0.8690661148945805,0.8841768296105214,0.8562802620336086,20.926137351989745,50000.0,0.02,0.06097241952515443,0.004819411311799841,0.07923137493290226,0.10957250286471644,0.049646271896411985,0.36000164407900104,0.0,0.0
shuttle,DAE,1.8,0.9114343845855732,0.9812446177798495,0.8771787149870519,0.9178012760801117,0.8405012816861293,21.00948586463928,50000.0,0.02,0.014854795956542958,0.001526879687844076,0.027679798511350166,0.03292564932498558,0.03157705425287422,0.1383707048967172,0.0,0.0
shuttle,DAE,2.0,0.9266615230209212,0.9821641426211005,0.9054125742382306,0.9341905524766883,0.8789518655653661,20.6649817943573,50000.0,0.02,0.01905440116977562,0.0014518721536997262,0.030375465196382307,0.049587040396579,0.014563423995208796,0.26074488621950626,0.0,0.0
shuttle,PW-AE,0.2,0.9126104025188159,0.9766023944426315,0.8739960504435433,0.9477525974089055,0.8111079464540017,22.489216232299803,50000.0,0.02,0.020272897089510213,0.004302541144398115,0.024243933335043023,0.02555372059999675,0.027138945072431097,0.8248031404647737,0.0,0.0
shuttle,PW-AE,0.4,0.9314573601134262,0.9804669789301439,0.8947158533652597,0.9451170335998889,0.8500712047849616,22.38737072944641,50000.0,0.02,0.02262144438982427,0.0032539489969783866,0.032268140723127205,0.02775367374065238,0.0435422237942012,0.3346893867511085,0.0,0.0
shuttle,PW-AE,0.6000000000000001,0.9314784505790132,0.9800330349215656,0.9016790205898999,0.9572696916203922,0.8522358302477926,22.316731452941895,50000.0,0.02,0.016927715369052625,0.0027447370289993816,0.02722504469238031,0.030995899499481023,0.024945181573642984,0.06436042024152641,0.0,0.0
shuttle,PW-AE,0.8,0.9360006746094628,0.9810309928034464,0.9125595884951643,0.9598270054252994,0.8702933637140415,22.357403469085693,50000.0,0.02,0.01671233932498626,0.0029222731509670483,0.017698835896211934,0.010240648402858708,0.03293610406012594,0.24289492118258613,0.0,0.0
shuttle,PW-AE,1.0,0.9379795159089477,0.9812388246787556,0.9113892181340775,0.9672379592206681,0.8618057533466249,22.288246583938598,50000.0,0.02,0.0051681893086076396,0.0009627621153038758,0.004442553387359292,0.00943628288716113,0.012256161747633935,0.1101419799460516,0.0,0.0
shuttle,PW-AE,1.2,0.9413329858833934,0.9812646299701037,0.9237898773604852,0.9770874705256964,0.8766733124465965,22.508832263946534,50000.0,0.02,0.019936968596847533,0.0032240674215269676,0.025619187433205775,0.005676654735584955,0.041881489945266206,0.3665146310382223,0.0,0.0
shuttle,PW-AE,1.4000000000000001,0.943791575748091,0.9817569710868398,0.9221313806328348,0.9661044254344302,0.882255767587582,23.760699367523195,50000.0,0.02,0.01216982108480951,0.0020860963344292755,0.017248545269087902,0.00960403550337218,0.027360877567425727,0.7334101159348119,0.0,0.0
shuttle,PW-AE,1.6,0.9517925429983668,0.9835787176910749,0.9347318451385839,0.9757472136007271,0.8972942181714612,23.457659912109374,50000.0,0.02,0.006443735277327656,0.0011547259700628166,0.010582314191447324,0.005568055925244917,0.021579255920656414,0.1514217198378514,0.0,0.0
shuttle,PW-AE,1.8,0.949574061053406,0.9830191736026327,0.9332968237788928,0.9773093686457281,0.8931358587297066,23.37515969276428,50000.0,0.02,0.006267726727608034,0.0009610734467355459,0.010107119160507105,0.00809916775158522,0.013943635085749733,0.22241735040895003,0.0,0.0
shuttle,PW-AE,2.0,0.948239332905735,0.9833524081225227,0.9318524380026609,0.974677199797761,0.892737111933922,23.479981422424316,50000.0,0.02,0.005308952945693953,0.00044679373745900545,0.009475899154371742,0.002407605783620787,0.016439024508553824,0.11119637525793882,0.0,0.0
