optimizer_fn,dataset,model,lr,PR-AUC,ROC-AUC,Max F1,Max F1 Precision,Max F1 Recall,runtime,subsample,seed,PR-AUC_std,ROC-AUC_std,Max F1_std,Max F1 Precision_std,Max F1 Recall_std,runtime_std,subsample_std,seed_std
adam,creditcard,AE,0.03200000000000001,0.16802180361219385,0.9376001613424384,0.25708884688090733,0.1784776902887139,0.4594594594594595,256.91937708854675,50000.0,42.0,,,,,,,,
adam,creditcard,AE,0.06399999999999999,0.03870024740751512,0.9095671837287019,0.12282031842304775,0.06917164816396243,0.5472972972972973,203.2183554172516,50000.0,42.0,,,,,,,,
adam,creditcard,AE,0.128,0.5793842547669367,0.9491917698007726,0.5991902834008098,0.7474747474747475,0.5,206.30451154708862,50000.0,42.0,,,,,,,,
adam,creditcard,AE,0.256,0.5941426125532231,0.9231643231532906,0.6312056737588652,0.664179104477612,0.6013513513513513,205.97588849067688,50000.0,42.0,,,,,,,,
adam,creditcard,DAE,0.001,0.37845820663158714,0.978960967707658,0.4603580562659847,0.37037037037037035,0.6081081081081081,374.9069814682007,50000.0,42.0,,,,,,,,
adam,creditcard,DAE,0.0020000000000000005,0.31187999790643156,0.9803994146999443,0.4075067024128686,0.3377777777777778,0.5135135135135135,280.64857482910156,50000.0,42.0,,,,,,,,
adam,creditcard,DAE,0.004000000000000001,0.22722102123211924,0.9756973885945641,0.33771929824561403,0.25,0.5202702702702703,290.8773412704468,50000.0,42.0,,,,,,,,
adam,creditcard,DAE,0.008000000000000004,0.19270549613505517,0.9696043532098253,0.3222222222222222,0.27358490566037735,0.3918918918918919,292.593407869339,50000.0,42.0,,,,,,,,
adam,creditcard,DAE,0.016,0.15830406263520447,0.9383817993151621,0.2727272727272727,0.2054794520547945,0.40540540540540543,285.7177724838257,50000.0,42.0,,,,,,,,
adam,creditcard,DAE,0.03200000000000001,0.17076151145920324,0.9360841875735962,0.2901554404145078,0.23529411764705882,0.3783783783783784,279.9119954109192,50000.0,42.0,,,,,,,,
adam,creditcard,DAE,0.06399999999999999,0.3036985639587804,0.9093995252975836,0.4545454545454546,0.5172413793103449,0.40540540540540543,319.54240465164185,50000.0,42.0,,,,,,,,
adam,creditcard,DAE,0.128,0.4789647559937424,0.9279125671446943,0.5878136200716846,0.6259541984732825,0.5540540540540541,346.2692291736603,50000.0,42.0,,,,,,,,
adam,creditcard,DAE,0.256,0.5941426125532231,0.9231643231532906,0.6312056737588652,0.664179104477612,0.6013513513513513,292.805810213089,50000.0,42.0,,,,,,,,
adam,creditcard,PW-AE,0.001,0.5167660627885048,0.9804658274980428,0.5358490566037736,0.6068376068376068,0.4797297297297297,316.61361837387085,50000.0,42.0,,,,,,,,
adam,creditcard,PW-AE,0.0020000000000000005,0.3944065482096202,0.9712545079380913,0.4510638297872341,0.6091954022988506,0.3581081081081081,365.03620529174805,50000.0,42.0,,,,,,,,
adam,creditcard,PW-AE,0.004000000000000001,0.21043931244384004,0.936609661896511,0.34402332361516036,0.30256410256410254,0.39864864864864863,356.34188508987427,50000.0,42.0,,,,,,,,
adam,creditcard,PW-AE,0.008000000000000004,0.06429012260995093,0.9011923943521473,0.1423728813559322,0.14285714285714285,0.14189189189189189,305.09013175964355,50000.0,42.0,,,,,,,,
adam,creditcard,PW-AE,0.016,0.07458960407261668,0.904120385530359,0.1388888888888889,0.09,0.30405405405405406,305.3684985637665,50000.0,42.0,,,,,,,,
adam,creditcard,PW-AE,0.03200000000000001,0.07317073532922552,0.8610374546495465,0.2150943396226415,0.14921465968586387,0.38513513513513514,307.62525510787964,50000.0,42.0,,,,,,,,
adam,creditcard,PW-AE,0.06399999999999999,0.2683708435837807,0.9246187634316496,0.4503311258278146,0.44155844155844154,0.4594594594594595,364.4233434200287,50000.0,42.0,,,,,,,,
adam,creditcard,PW-AE,0.128,0.5287491529837851,0.9229431278747254,0.575875486381323,0.6788990825688074,0.5,350.59592294692993,50000.0,42.0,,,,,,,,
adam,creditcard,PW-AE,0.256,0.5941426125532231,0.9231643231532906,0.6312056737588652,0.664179104477612,0.6013513513513513,317.3839282989502,50000.0,42.0,,,,,,,,
adam,shuttle,AE,0.001,0.4571521422453026,0.8443703259617787,0.48976327575175943,0.5585552717986136,0.43605810310452864,216.9590027332306,50000.0,42.0,,,,,,,,
adam,shuttle,AE,0.0020000000000000005,0.41615867574408594,0.8297439265626718,0.453736932438758,0.5017253278122843,0.4141270293363714,239.62195467948914,50000.0,42.0,,,,,,,,
adam,shuttle,AE,0.004000000000000001,0.4508164290782901,0.8570789227426115,0.49041056968319363,0.48922902494331066,0.49159783537453716,255.87174701690674,50000.0,42.0,,,,,,,,
adam,shuttle,AE,0.008000000000000004,0.348924870935006,0.8179940842641042,0.39597008090367874,0.42664473684210524,0.36941042438051835,226.15414834022522,50000.0,42.0,,,,,,,,
adam,shuttle,AE,0.016,0.37830137396429814,0.8214994664936267,0.4155808150817854,0.4048069133135296,0.4269438906294503,231.716059923172,50000.0,42.0,,,,,,,,
adam,shuttle,AE,0.03200000000000001,0.4588018667228679,0.8630146645806337,0.47804436396559535,0.5083440308087291,0.4511535175163771,215.9266481399536,50000.0,42.0,,,,,,,,
adam,shuttle,AE,0.06399999999999999,0.26287672352732494,0.7735271224783407,0.40575972490866113,0.3257981018119068,0.5377385360296212,183.52101683616638,50000.0,42.0,,,,,,,,
adam,shuttle,AE,0.128,0.07914486427654777,0.13906111750394617,0.13354409888205382,0.07155686178463548,0.998575904300769,191.3712019920349,50000.0,42.0,,,,,,,,
adam,shuttle,AE,0.256,0.21265657895191917,0.6189545706786638,0.3475040257648953,0.3997776954427566,0.30731985189404726,204.85295867919922,50000.0,42.0,,,,,,,,
adam,shuttle,DAE,0.001,0.6155974945465166,0.9546677968295466,0.5984089265419982,0.4695201037613489,0.8248362289945884,261.2177972793579,50000.0,42.0,,,,,,,,
adam,shuttle,DAE,0.0020000000000000005,0.5332254716793605,0.9431829301752752,0.5549154783265653,0.4150890081944052,0.8367986328681287,281.1518793106079,50000.0,42.0,,,,,,,,
adam,shuttle,DAE,0.004000000000000001,0.5346906515775014,0.9417563602870523,0.5477645233246047,0.4152941176470588,0.8043292509256622,400.3114240169525,50000.0,42.0,,,,,,,,
adam,shuttle,DAE,0.008000000000000004,0.5727323940562312,0.9447124350726888,0.5642948992713245,0.4523277787321766,0.7499287952150384,283.63147926330566,50000.0,42.0,,,,,,,,
adam,shuttle,DAE,0.016,0.5802185006656602,0.9280709399467723,0.5598790045373299,0.5412014885699096,0.5798917687268584,293.8451895713806,50000.0,42.0,,,,,,,,
adam,shuttle,DAE,0.03200000000000001,0.49939755953701825,0.9071643741077221,0.5049872419392253,0.4259440422617883,0.6200512674451724,297.8438787460327,50000.0,42.0,,,,,,,,
adam,shuttle,DAE,0.06399999999999999,0.5587275544933606,0.9002082729807204,0.6216006216006217,0.569935882213251,0.6835659356308744,397.10503911972046,50000.0,42.0,,,,,,,,
adam,shuttle,DAE,0.128,0.6282316545913246,0.9260478280975475,0.6930098486668268,0.5991692627206646,0.8217032184562802,273.81314730644226,50000.0,42.0,,,,,,,,
adam,shuttle,DAE,0.256,0.6182969732519734,0.9256083908895713,0.6979560938682816,0.6265005662514156,0.7878097408145828,403.8914620876312,50000.0,42.0,,,,,,,,
adam,shuttle,PW-AE,0.001,0.9536733892653372,0.9862503444652136,0.952255031585133,0.9833131067961165,0.9230988322415267,283.6086370944977,50000.0,42.0,,,,,,,,
adam,shuttle,PW-AE,0.0020000000000000005,0.9496648283365356,0.9860707970686059,0.9481760277938622,0.9640859581984104,0.9327826829962973,285.91910099983215,50000.0,42.0,,,,,,,,
adam,shuttle,PW-AE,0.004000000000000001,0.8737342707147969,0.9793501000290868,0.8417200365965234,0.9058089924515917,0.7861008259755056,295.70715594291687,50000.0,42.0,,,,,,,,
adam,shuttle,PW-AE,0.008000000000000004,0.9214462530849762,0.9836789998198465,0.9116825863335781,0.941712204007286,0.8835089718029051,283.0028383731842,50000.0,42.0,,,,,,,,
adam,shuttle,PW-AE,0.016,0.6549045523481036,0.9103248318991639,0.6862408246134624,0.7596818810511756,0.6257476502420962,307.42426085472107,50000.0,42.0,,,,,,,,
adam,shuttle,PW-AE,0.03200000000000001,0.9599838234937518,0.9796770491092652,0.9587795217837758,0.9885057471264368,0.930788949017374,298.56204771995544,50000.0,42.0,,,,,,,,
adam,shuttle,PW-AE,0.06399999999999999,0.291585749120803,0.5077140214401972,0.4205111184865583,0.5037773359840955,0.36086585018513245,329.3257381916046,50000.0,42.0,,,,,,,,
adam,shuttle,PW-AE,0.128,0.09934300799710696,0.17415625750574287,0.13560833737275813,0.07275715712383489,0.9960125320421532,286.3387966156006,50000.0,42.0,,,,,,,,
adam,shuttle,PW-AE,0.256,0.7533147525282263,0.9519126624281643,0.7507231133315804,0.6971916971916972,0.8131586442608943,296.5644338130951,50000.0,42.0,,,,,,,,
hd-sgd,covertype,AE,0.001,0.5865776383967121,0.9833158597872523,0.5876887340301974,0.7931034482758621,0.466789667896679,182.61533856391907,50000.0,42.0,,,,,,,,
hd-sgd,covertype,AE,0.0020000000000000005,0.6572396298619835,0.9864327837746409,0.6303664921465969,0.7288135593220338,0.5553505535055351,176.69829678535461,50000.0,42.0,,,,,,,,
hd-sgd,covertype,AE,0.004000000000000001,0.730768447133659,0.9899226806777348,0.6937561942517344,0.7494646680942184,0.6457564575645757,170.78451776504517,50000.0,42.0,,,,,,,,
hd-sgd,covertype,AE,0.008000000000000004,0.7866962197765851,0.9921652558755358,0.725883476599809,0.7524752475247525,0.7011070110701108,152.64553833007812,50000.0,42.0,,,,,,,,
hd-sgd,covertype,AE,0.016,0.7898482197194212,0.9937786491173174,0.7361853832442067,0.7120689655172414,0.7619926199261993,183.2059440612793,50000.0,42.0,,,,,,,,
hd-sgd,covertype,AE,0.03200000000000001,0.7455228973646573,0.9944078683780894,0.6804478897502154,0.6381260096930533,0.7287822878228782,186.25383639335632,50000.0,42.0,,,,,,,,
hd-sgd,covertype,AE,0.06399999999999999,0.6842108027498108,0.9899351404650767,0.6466729147141519,0.6571428571428571,0.6365313653136532,164.8355438709259,50000.0,42.0,,,,,,,,
hd-sgd,covertype,AE,0.128,0.6339726996877316,0.9822959105485753,0.6205450733752621,0.7184466019417476,0.5461254612546126,154.73656105995178,50000.0,42.0,,,,,,,,
hd-sgd,covertype,AE,0.256,0.5615238948163943,0.9659926518590674,0.5906735751295336,0.6737588652482269,0.525830258302583,161.24532985687256,50000.0,42.0,,,,,,,,
hd-sgd,covertype,DAE,0.001,0.6008710159374742,0.9850277748804421,0.5928571428571427,0.8355704697986577,0.45940959409594095,228.61751222610474,50000.0,42.0,,,,,,,,
hd-sgd,covertype,DAE,0.0020000000000000005,0.6756291271772724,0.9884169862564814,0.6399082568807339,0.8454545454545455,0.514760147601476,227.42888593673706,50000.0,42.0,,,,,,,,
hd-sgd,covertype,DAE,0.004000000000000001,0.7641951426258506,0.9923268227587043,0.7181069958847737,0.8116279069767441,0.6439114391143912,250.92948389053345,50000.0,42.0,,,,,,,,
hd-sgd,covertype,DAE,0.008000000000000004,0.8346709846405769,0.9950489878549156,0.7830188679245284,0.8011583011583011,0.7656826568265682,266.45023107528687,50000.0,42.0,,,,,,,,
hd-sgd,covertype,DAE,0.016,0.8701856360206687,0.9972956292707413,0.8151571164510165,0.8166666666666667,0.8136531365313653,225.19184064865112,50000.0,42.0,,,,,,,,
hd-sgd,covertype,DAE,0.03200000000000001,0.8678729382394136,0.99806522631525,0.8142981691368788,0.771900826446281,0.8616236162361623,241.06315541267395,50000.0,42.0,,,,,,,,
hd-sgd,covertype,DAE,0.06399999999999999,0.8342212188741218,0.99769706571262,0.7836879432624113,0.7542662116040956,0.8154981549815498,233.55210161209106,50000.0,42.0,,,,,,,,
hd-sgd,covertype,DAE,0.128,0.8130325177940148,0.9971707702640534,0.7622439893143367,0.7366609294320138,0.7896678966789668,278.6329734325409,50000.0,42.0,,,,,,,,
hd-sgd,covertype,DAE,0.256,0.8157264670417366,0.9973763194504442,0.7642857142857142,0.740484429065744,0.7896678966789668,278.6347417831421,50000.0,42.0,,,,,,,,
hd-sgd,covertype,PW-AE,0.001,0.566840251471352,0.9827604666317197,0.5394581861012956,0.745928338762215,0.4225092250922509,257.62555718421936,50000.0,42.0,,,,,,,,
hd-sgd,covertype,PW-AE,0.0020000000000000005,0.5604466748984589,0.9804819669572409,0.5550561797752809,0.7097701149425287,0.45571955719557194,246.21976780891418,50000.0,42.0,,,,,,,,
hd-sgd,covertype,PW-AE,0.004000000000000001,0.6200945305222703,0.9824273351917069,0.608793686583991,0.782608695652174,0.4981549815498155,244.6511287689209,50000.0,42.0,,,,,,,,
hd-sgd,covertype,PW-AE,0.008000000000000004,0.6869851435004317,0.9868323549788937,0.6535044422507404,0.70276008492569,0.6107011070110702,230.28536128997803,50000.0,42.0,,,,,,,,
hd-sgd,covertype,PW-AE,0.016,0.724994847932028,0.9891424517787578,0.6630532971996387,0.6495575221238938,0.6771217712177122,298.9718735218048,50000.0,42.0,,,,,,,,
hd-sgd,covertype,PW-AE,0.03200000000000001,0.7313561534748245,0.9906794821921286,0.6878306878306878,0.8064516129032258,0.5996309963099631,278.46849179267883,50000.0,42.0,,,,,,,,
hd-sgd,covertype,PW-AE,0.06399999999999999,0.6735025793499975,0.9901748981095293,0.6285714285714286,0.7369727047146402,0.5479704797047971,244.2594919204712,50000.0,42.0,,,,,,,,
hd-sgd,covertype,PW-AE,0.128,0.767596820139471,0.9955249218875788,0.7044025157232704,0.6865148861646234,0.7232472324723247,256.95144414901733,50000.0,42.0,,,,,,,,
hd-sgd,covertype,PW-AE,0.256,0.7760212308865043,0.996044689004454,0.7386262265834076,0.7150259067357513,0.7638376383763837,244.16281580924988,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,AE,0.001,0.4066222703134125,0.8768705367888951,0.5496688741721855,0.538961038961039,0.5608108108108109,162.01285910606384,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,AE,0.0020000000000000005,0.3799894475943931,0.9242042933569853,0.5372168284789645,0.515527950310559,0.5608108108108109,165.30364322662354,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,AE,0.004000000000000001,0.3421252323314564,0.9540899169650273,0.5,0.5069444444444444,0.49324324324324326,166.62489914894104,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,AE,0.008000000000000004,0.34933275689519705,0.9666413936603698,0.5033557046979866,0.5,0.5067567567567568,168.37309575080872,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,AE,0.016,0.37522798585566636,0.9690933812734341,0.5066666666666666,0.5,0.5135135135135135,157.68028330802917,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,AE,0.03200000000000001,0.3909477172829023,0.9694684102782073,0.5065789473684211,0.4935897435897436,0.5202702702702703,152.5712594985962,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,AE,0.06399999999999999,0.378261461662783,0.9694803374746005,0.4868913857677903,0.5462184873949579,0.4391891891891892,162.67776441574097,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,AE,0.128,0.3336426168200042,0.9695357718305643,0.4659498207885305,0.4961832061068702,0.4391891891891892,188.2770574092865,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,AE,0.256,0.2685849619333823,0.9684163773417965,0.43086816720257237,0.4110429447852761,0.4527027027027027,191.52068567276,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,DAE,0.001,0.42434628465722013,0.8855075889497778,0.5631067961165047,0.5403726708074534,0.5878378378378378,234.58692955970764,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,DAE,0.0020000000000000005,0.41498908006811086,0.9355485480264826,0.558303886925795,0.5851851851851851,0.5337837837837838,246.92079091072083,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,DAE,0.004000000000000001,0.3968934602801395,0.9620742261960268,0.5447761194029851,0.6083333333333333,0.49324324324324326,283.05909729003906,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,DAE,0.008000000000000004,0.4023537150720592,0.9711550242772662,0.5415162454873647,0.5813953488372093,0.5067567567567568,265.6140458583832,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,DAE,0.016,0.4211756604086903,0.9717751029533908,0.5266666666666666,0.5197368421052632,0.5337837837837838,233.91883826255798,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,DAE,0.03200000000000001,0.4409549555016037,0.9708390891091685,0.5378151260504201,0.7111111111111111,0.43243243243243246,233.34351444244385,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,DAE,0.06399999999999999,0.44811779823220993,0.9707173774914286,0.5573770491803279,0.7083333333333334,0.4594594594594595,236.34692907333374,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,DAE,0.128,0.45109864667764166,0.9716882241705719,0.5514403292181069,0.7052631578947368,0.4527027027027027,234.06071996688843,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,DAE,0.256,0.44868861915855734,0.9742776456148036,0.5439999999999999,0.6666666666666666,0.4594594594594595,230.73580265045166,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,PW-AE,0.001,0.36129560508349046,0.8254004827261667,0.5306122448979591,0.5342465753424658,0.527027027027027,250.64762592315674,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,PW-AE,0.0020000000000000005,0.4194297926616453,0.8794575185793191,0.5540540540540541,0.5540540540540541,0.5540540540540541,271.2911584377289,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,PW-AE,0.004000000000000001,0.4150882821070339,0.9314886930178192,0.5622775800711743,0.5939849624060151,0.5337837837837838,244.17478275299072,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,PW-AE,0.008000000000000004,0.400001170891817,0.9603652487037306,0.5572519083969466,0.6403508771929824,0.49324324324324326,254.6841847896576,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,PW-AE,0.016,0.40266063313871003,0.9704190620452756,0.5409252669039146,0.5714285714285714,0.5135135135135135,238.51481342315674,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,PW-AE,0.03200000000000001,0.4254491673169969,0.9718280976555469,0.5284280936454849,0.5231788079470199,0.5337837837837838,302.86440205574036,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,PW-AE,0.06399999999999999,0.4510531732589497,0.9715518746299857,0.5394190871369294,0.6989247311827957,0.4391891891891892,248.9797604084015,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,PW-AE,0.128,0.46645409881448446,0.971777678143521,0.5666666666666667,0.7391304347826086,0.4594594594594595,250.67718744277954,50000.0,42.0,,,,,,,,
hd-sgd,creditcard,PW-AE,0.256,0.47664915635379085,0.9723481505255558,0.5537190082644627,0.7127659574468085,0.4527027027027027,275.40053248405457,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,AE,0.001,0.4247454192248642,0.8830368952936839,0.4514624841034336,0.3594936708860759,0.606664767872401,138.91290664672852,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,AE,0.0020000000000000005,0.7499234365841748,0.9488883225189824,0.6500410172272355,0.766640866873065,0.5642267160353176,138.9120695590973,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,AE,0.004000000000000001,0.8739073423756851,0.9686910001987723,0.8091745982212514,0.8947550034506556,0.7385360296211906,137.4388792514801,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,AE,0.008000000000000004,0.9226363550912475,0.9762353585024248,0.8860914952410194,0.961038961038961,0.8219880375961265,142.61419534683228,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,AE,0.016,0.9442014012413977,0.9797982281382941,0.9271303824149353,0.9833918875758544,0.8769581315864426,137.83548593521118,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,AE,0.03200000000000001,0.9438897174553604,0.9810842503462897,0.9341600236197225,0.9696598222494637,0.9011677584733694,137.81514978408813,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,AE,0.06399999999999999,0.8288144666852721,0.9692369962280989,0.7632689987937273,0.8109580262736302,0.7208772429507263,141.33052492141724,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,AE,0.128,0.6448835112139926,0.9460178134359782,0.5693670886075949,0.5124174071542492,0.6405582455140986,132.68088388442993,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,AE,0.256,0.567511226357287,0.9395110962565357,0.5486018641810919,0.42834293026231607,0.7627456565081173,161.94844341278076,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,DAE,0.001,0.4523088487462097,0.8959802401270395,0.4889881902330035,0.39028532608695654,0.6545143833665622,248.6068959236145,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,DAE,0.0020000000000000005,0.7903231824330019,0.9577820510159527,0.6838354389374797,0.7927149831017649,0.6012532042153232,242.96931147575378,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,DAE,0.004000000000000001,0.897933737004711,0.9725210572539454,0.8439705190528461,0.9389392882065597,0.766448305326118,226.5922930240631,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,DAE,0.008000000000000004,0.9318993317708241,0.9778814814239079,0.8993184634448574,0.9857385398981324,0.8268299629735119,228.03565859794617,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,DAE,0.016,0.9440653805639804,0.9807665607309745,0.9286998202516477,0.9794628751974723,0.8829393335232127,212.21837091445923,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,DAE,0.03200000000000001,0.9409114473315426,0.9831174776298014,0.9277834975731726,0.9592457420924574,0.8983195670749075,238.49863862991333,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,DAE,0.06399999999999999,0.8648446583238458,0.978242975430691,0.7819933754893105,0.8294474608751198,0.7396753061805753,227.4856984615326,50000.0,42.0,,,,,,,,
