optimizer_fn,dataset,model,lr,PR-AUC,ROC-AUC,Max F1,Max F1 Precision,Max F1 Recall,runtime,subsample,seed,PR-AUC_std,ROC-AUC_std,Max F1_std,Max F1 Precision_std,Max F1 Recall_std,runtime_std,subsample_std,seed_std
hd-sgd,shuttle,DAE,0.128,0.699650203543257,0.9618829505423491,0.6241555783009213,0.48713852053043616,0.8684135573910566,239.47687482833862,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,DAE,0.256,0.5623414245459731,0.9471991449602715,0.5795335554497858,0.4352301973119817,0.8669894616918257,234.24214148521423,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,PW-AE,0.001,0.11485979660308304,0.6747389415092101,0.19115608130033337,0.10662103461892852,0.9228140131016804,246.19244360923767,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,PW-AE,0.0020000000000000005,0.3988569747234942,0.8855911955259965,0.4515935057125676,0.34838410391216945,0.6416975220734833,264.84907507896423,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,PW-AE,0.004000000000000001,0.7880087332055419,0.9590752646166996,0.6775910364145658,0.6665748139983466,0.6889774992879522,292.5795111656189,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,PW-AE,0.008000000000000004,0.909381813244931,0.9754265423722422,0.8622641509433961,0.9624429624429625,0.780974081458274,260.294308423996,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,PW-AE,0.016,0.9456174432085565,0.9811597381023469,0.9187311178247733,0.9781280154390479,0.8661350042722871,265.28171610832214,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,PW-AE,0.03200000000000001,0.9558463832492697,0.9836055114084292,0.9445100354191264,0.9800918836140888,0.9114212475078325,240.60922360420227,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,PW-AE,0.06399999999999999,0.9585323739173378,0.9850530931592263,0.9556794834164954,0.9857705116560702,0.9273711193392196,244.43933510780334,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,PW-AE,0.128,0.9598229367726522,0.9858960668429896,0.9607498535442297,0.9888453421766656,0.9342067786955284,247.13273525238037,50000.0,42.0,,,,,,,,
hd-sgd,shuttle,PW-AE,0.256,0.960514571100037,0.9861257665502969,0.9622586307782328,0.989172932330827,0.9367701509541441,247.31392908096313,50000.0,42.0,,,,,,,,
sgd,covertype,AE,0.001,0.5861821536074823,0.9833731598871248,0.5857642940490082,0.7968253968253968,0.46309963099630996,119.21321392059326,50000.0,42.0,,,,,,,,
sgd,covertype,AE,0.0020000000000000005,0.6564274196849229,0.9864023804013365,0.629086809470124,0.808695652173913,0.514760147601476,192.306401014328,50000.0,42.0,,,,,,,,
sgd,covertype,AE,0.004000000000000001,0.7306807890338632,0.9899173460981243,0.6930693069306931,0.7478632478632479,0.6457564575645757,128.27033638954163,50000.0,42.0,,,,,,,,
sgd,covertype,AE,0.008000000000000004,0.7866949057583188,0.9921642113424654,0.725883476599809,0.7524752475247525,0.7011070110701108,191.83352947235107,50000.0,42.0,,,,,,,,
sgd,covertype,AE,0.016,0.7898822526016933,0.993778126850782,0.7361853832442067,0.7120689655172414,0.7619926199261993,164.55119132995605,50000.0,42.0,,,,,,,,
sgd,covertype,AE,0.03200000000000001,0.7455258541753188,0.9944079429875944,0.6804478897502154,0.6381260096930533,0.7287822878228782,149.78769946098328,50000.0,42.0,,,,,,,,
sgd,covertype,AE,0.06399999999999999,0.6842108027498108,0.9899351404650767,0.6466729147141519,0.6571428571428571,0.6365313653136532,151.87023520469666,50000.0,42.0,,,,,,,,
sgd,covertype,AE,0.128,0.6339726996877316,0.9822959105485753,0.6205450733752621,0.7184466019417476,0.5461254612546126,125.76764631271362,50000.0,42.0,,,,,,,,
sgd,covertype,AE,0.256,0.5615238948163943,0.9659926518590674,0.5906735751295336,0.6737588652482269,0.525830258302583,124.839435338974,50000.0,42.0,,,,,,,,
sgd,covertype,DAE,0.001,0.6005018662416653,0.9850587751297869,0.5907473309608541,0.8272425249169435,0.45940959409594095,214.17577052116394,50000.0,42.0,,,,,,,,
sgd,covertype,DAE,0.0020000000000000005,0.6746615863285814,0.9883779654853445,0.6395348837209303,0.8647798742138365,0.507380073800738,243.7068374156952,50000.0,42.0,,,,,,,,
sgd,covertype,DAE,0.004000000000000001,0.7639440299963179,0.992312908086014,0.7181069958847737,0.8116279069767441,0.6439114391143912,200.35526847839355,50000.0,42.0,,,,,,,,
sgd,covertype,DAE,0.008000000000000004,0.8345683472243073,0.9950443247608504,0.7830188679245284,0.8011583011583011,0.7656826568265682,212.76549458503723,50000.0,42.0,,,,,,,,
sgd,covertype,DAE,0.016,0.8701946171800163,0.9972955919659888,0.8151571164510165,0.8166666666666667,0.8136531365313653,196.8028793334961,50000.0,42.0,,,,,,,,
sgd,covertype,DAE,0.03200000000000001,0.8678729430156885,0.99806522631525,0.8142981691368788,0.771900826446281,0.8616236162361623,197.0288417339325,50000.0,42.0,,,,,,,,
sgd,covertype,DAE,0.06399999999999999,0.8342212188741218,0.99769706571262,0.7836879432624113,0.7542662116040956,0.8154981549815498,233.8667974472046,50000.0,42.0,,,,,,,,
sgd,covertype,DAE,0.128,0.8130325177940148,0.9971707702640534,0.7622439893143367,0.7366609294320138,0.7896678966789668,220.14616775512695,50000.0,42.0,,,,,,,,
sgd,covertype,DAE,0.256,0.8157264670417366,0.9973763194504442,0.7642857142857142,0.740484429065744,0.7896678966789668,200.24348330497742,50000.0,42.0,,,,,,,,
sgd,covertype,PW-AE,0.001,0.5679125505239412,0.9828095223812846,0.5407319952774499,0.7508196721311475,0.4225092250922509,320.60787534713745,50000.0,42.0,,,,,,,,
sgd,covertype,PW-AE,0.0020000000000000005,0.5605558383058651,0.9805048347705363,0.5556805399325084,0.7118155619596542,0.45571955719557194,215.34187841415405,50000.0,42.0,,,,,,,,
sgd,covertype,PW-AE,0.004000000000000001,0.620032396945809,0.9824271486679442,0.608793686583991,0.782608695652174,0.4981549815498155,256.8007433414459,50000.0,42.0,,,,,,,,
sgd,covertype,PW-AE,0.008000000000000004,0.6869555260552175,0.9868317954076059,0.6535044422507404,0.70276008492569,0.6107011070110702,215.4427695274353,50000.0,42.0,,,,,,,,
sgd,covertype,PW-AE,0.016,0.7249948083463159,0.9891424144740053,0.6630532971996387,0.6495575221238938,0.6771217712177122,253.97634148597717,50000.0,42.0,,,,,,,,
sgd,covertype,PW-AE,0.03200000000000001,0.7313561534748245,0.9906794821921286,0.6878306878306878,0.8064516129032258,0.5996309963099631,218.99777364730835,50000.0,42.0,,,,,,,,
sgd,covertype,PW-AE,0.06399999999999999,0.6735025793499975,0.9901748981095293,0.6285714285714286,0.7369727047146402,0.5479704797047971,212.47112703323364,50000.0,42.0,,,,,,,,
sgd,covertype,PW-AE,0.128,0.767596820139471,0.9955249218875788,0.7044025157232704,0.6865148861646234,0.7232472324723247,231.1165862083435,50000.0,42.0,,,,,,,,
sgd,covertype,PW-AE,0.256,0.7760212308865043,0.996044689004454,0.7386262265834076,0.7150259067357513,0.7638376383763837,258.71133184432983,50000.0,42.0,,,,,,,,
sgd,creditcard,AE,0.001,0.4068570400545024,0.8759014520819464,0.551948051948052,0.53125,0.5743243243243243,136.05688667297363,50000.0,42.0,,,,,,,,
sgd,creditcard,AE,0.0020000000000000005,0.380340796430508,0.9239905525761659,0.5372168284789645,0.515527950310559,0.5608108108108109,194.83516383171082,50000.0,42.0,,,,,,,,
sgd,creditcard,AE,0.004000000000000001,0.3421483180304248,0.95405630395701,0.5,0.5069444444444444,0.49324324324324326,133.2648310661316,50000.0,42.0,,,,,,,,
sgd,creditcard,AE,0.008000000000000004,0.34932164016505585,0.9666388184702395,0.5033557046979866,0.5,0.5067567567567568,167.27449893951416,50000.0,42.0,,,,,,,,
sgd,creditcard,AE,0.016,0.3752279784873055,0.9690932457371115,0.5066666666666666,0.5,0.5135135135135135,134.78462886810303,50000.0,42.0,,,,,,,,
sgd,creditcard,AE,0.03200000000000001,0.3909477172829023,0.9694684102782073,0.5065789473684211,0.4935897435897436,0.5202702702702703,147.37250328063965,50000.0,42.0,,,,,,,,
sgd,creditcard,AE,0.06399999999999999,0.378261461662783,0.9694803374746005,0.4868913857677903,0.5462184873949579,0.4391891891891892,167.98525834083557,50000.0,42.0,,,,,,,,
sgd,creditcard,AE,0.128,0.3336426168200042,0.9695357718305643,0.4659498207885305,0.4961832061068702,0.4391891891891892,161.81146240234375,50000.0,42.0,,,,,,,,
sgd,creditcard,AE,0.256,0.2685849619333823,0.9684163773417965,0.43086816720257237,0.4110429447852761,0.4527027027027027,132.50122594833374,50000.0,42.0,,,,,,,,
sgd,creditcard,DAE,0.001,0.42435192742480465,0.8844661278465338,0.5602605863192182,0.5408805031446541,0.581081081081081,199.7072913646698,50000.0,42.0,,,,,,,,
sgd,creditcard,DAE,0.0020000000000000005,0.41554597378359837,0.9353238288035286,0.558303886925795,0.5851851851851851,0.5337837837837838,200.47176909446716,50000.0,42.0,,,,,,,,
sgd,creditcard,DAE,0.004000000000000001,0.3969342278115069,0.9620464412498835,0.5447761194029851,0.6083333333333333,0.49324324324324326,195.84913563728333,50000.0,42.0,,,,,,,,
sgd,creditcard,DAE,0.008000000000000004,0.40235099051600826,0.9711528556961037,0.5415162454873647,0.5813953488372093,0.5067567567567568,193.7938277721405,50000.0,42.0,,,,,,,,
sgd,creditcard,DAE,0.016,0.4211756604086903,0.9717751029533908,0.5266666666666666,0.5197368421052632,0.5337837837837838,194.30718183517456,50000.0,42.0,,,,,,,,
sgd,creditcard,DAE,0.03200000000000001,0.4409549555016037,0.9708390891091685,0.5378151260504201,0.7111111111111111,0.43243243243243246,190.63663268089294,50000.0,42.0,,,,,,,,
sgd,creditcard,DAE,0.06399999999999999,0.44811779823220993,0.9707173774914286,0.5573770491803279,0.7083333333333334,0.4594594594594595,197.0467975139618,50000.0,42.0,,,,,,,,
sgd,creditcard,DAE,0.128,0.45109864667764166,0.9716882241705719,0.5514403292181069,0.7052631578947368,0.4527027027027027,196.38560390472412,50000.0,42.0,,,,,,,,
sgd,creditcard,DAE,0.256,0.44868861915855734,0.9742776456148036,0.5439999999999999,0.6666666666666666,0.4594594594594595,186.62668108940125,50000.0,42.0,,,,,,,,
sgd,creditcard,PW-AE,0.001,0.3611982427531555,0.8250464618514045,0.5302013422818791,0.5266666666666666,0.5337837837837838,235.7948968410492,50000.0,42.0,,,,,,,,
sgd,creditcard,PW-AE,0.0020000000000000005,0.41929933248591983,0.8793363491068699,0.5540540540540541,0.5540540540540541,0.5540540540540541,261.86675667762756,50000.0,42.0,,,,,,,,
sgd,creditcard,PW-AE,0.004000000000000001,0.4150887086175288,0.9314657873792914,0.5622775800711743,0.5939849624060151,0.5337837837837838,249.5451295375824,50000.0,42.0,,,,,,,,
sgd,creditcard,PW-AE,0.008000000000000004,0.4000009784204439,0.9603637578041815,0.5572519083969466,0.6403508771929824,0.49324324324324326,252.51908135414124,50000.0,42.0,,,,,,,,
sgd,creditcard,PW-AE,0.016,0.40266063313871003,0.9704190620452756,0.5409252669039146,0.5714285714285714,0.5135135135135135,220.40066170692444,50000.0,42.0,,,,,,,,
sgd,creditcard,PW-AE,0.03200000000000001,0.4254491673169969,0.9718280976555469,0.5284280936454849,0.5231788079470199,0.5337837837837838,227.30920696258545,50000.0,42.0,,,,,,,,
sgd,creditcard,PW-AE,0.06399999999999999,0.4510531732589497,0.9715518746299857,0.5394190871369294,0.6989247311827957,0.4391891891891892,224.79386949539185,50000.0,42.0,,,,,,,,
sgd,creditcard,PW-AE,0.128,0.46645409881448446,0.971777678143521,0.5666666666666667,0.7391304347826086,0.4594594594594595,222.89589738845825,50000.0,42.0,,,,,,,,
sgd,creditcard,PW-AE,0.256,0.47664915635379085,0.9723481505255558,0.5537190082644627,0.7127659574468085,0.4527027027027027,215.78105998039246,50000.0,42.0,,,,,,,,
sgd,shuttle,AE,0.001,0.41271700726133376,0.8799721061432575,0.4449512751399544,0.3497962510187449,0.6112218741099402,128.44458055496216,50000.0,42.0,,,,,,,,
sgd,shuttle,AE,0.0020000000000000005,0.7474842123308837,0.9485053855409371,0.6470491533782673,0.7651632970451011,0.560524067217317,121.96876335144043,50000.0,42.0,,,,,,,,
sgd,shuttle,AE,0.004000000000000001,0.8736340907668192,0.9686510320498322,0.808298237404461,0.893448275862069,0.7379663913414981,115.75008964538574,50000.0,42.0,,,,,,,,
sgd,shuttle,AE,0.008000000000000004,0.9226095664261489,0.9762308099933693,0.8860914952410194,0.961038961038961,0.8219880375961265,113.19259738922119,50000.0,42.0,,,,,,,,
sgd,shuttle,AE,0.016,0.9441988164415932,0.9797977407980383,0.9270347525199337,0.9824617346938775,0.877527769866135,115.48018145561218,50000.0,42.0,,,,,,,,
sgd,shuttle,AE,0.03200000000000001,0.9438915870999347,0.9810841941147215,0.9341600236197225,0.9696598222494637,0.9011677584733694,111.905264377594,50000.0,42.0,,,,,,,,
sgd,shuttle,AE,0.06399999999999999,0.8288143504930994,0.9692369587403868,0.7632689987937273,0.8109580262736302,0.7208772429507263,110.33401083946228,50000.0,42.0,,,,,,,,
sgd,shuttle,AE,0.128,0.6448835112139926,0.9460178134359782,0.5693670886075949,0.5124174071542492,0.6405582455140986,112.30093193054199,50000.0,42.0,,,,,,,,
sgd,shuttle,AE,0.256,0.567511226357287,0.9395110962565357,0.5486018641810919,0.42834293026231607,0.7627456565081173,110.77137756347656,50000.0,42.0,,,,,,,,
sgd,shuttle,DAE,0.001,0.4395443664558753,0.8926324874785107,0.4795809279452641,0.38387814478863597,0.6388493306750214,134.82596635818481,50000.0,42.0,,,,,,,,
sgd,shuttle,DAE,0.0020000000000000005,0.788039551705227,0.9574823242626358,0.6809269162210339,0.7898496240601504,0.5984050128168613,124.52205777168274,50000.0,42.0,,,,,,,,
sgd,shuttle,DAE,0.004000000000000001,0.897756710846005,0.9724941285808278,0.8435736677115987,0.9379574764726385,0.766448305326118,124.23633909225464,50000.0,42.0,,,,,,,,
sgd,shuttle,DAE,0.008000000000000004,0.9318819813544724,0.977877632685476,0.8993184634448574,0.9857385398981324,0.8268299629735119,123.93377423286438,50000.0,42.0,,,,,,,,
sgd,shuttle,DAE,0.016,0.944085764672142,0.9807660296550544,0.9286998202516477,0.9794628751974723,0.8829393335232127,125.18035793304443,50000.0,42.0,,,,,,,,
sgd,shuttle,DAE,0.03200000000000001,0.9409138554313291,0.9831173401748575,0.9277834975731726,0.9592457420924574,0.8983195670749075,120.16453242301941,50000.0,42.0,,,,,,,,
sgd,shuttle,DAE,0.06399999999999999,0.8648447382701949,0.9782429754306913,0.7819933754893105,0.8294474608751198,0.7396753061805753,118.54123735427856,50000.0,42.0,,,,,,,,
sgd,shuttle,DAE,0.128,0.699650203543257,0.9618829505423491,0.6241555783009213,0.48713852053043616,0.8684135573910566,120.70484900474548,50000.0,42.0,,,,,,,,
sgd,shuttle,DAE,0.256,0.5623414245459731,0.9471991449602715,0.5795335554497858,0.4352301973119817,0.8669894616918257,120.26377367973328,50000.0,42.0,,,,,,,,
sgd,shuttle,PW-AE,0.001,0.11397178451401058,0.6725065357639083,0.19039827016918448,0.10608231310237042,0.927940757618912,154.01645469665527,50000.0,42.0,,,,,,,,
sgd,shuttle,PW-AE,0.0020000000000000005,0.39729384364395137,0.8851014060728569,0.4506359781950333,0.3490226739640344,0.6357163201367132,151.4433994293213,50000.0,42.0,,,,,,,,
sgd,shuttle,PW-AE,0.004000000000000001,0.7876518543240477,0.959035896271151,0.6772116461366182,0.6658409028351225,0.6889774992879522,152.90258646011353,50000.0,42.0,,,,,,,,
sgd,shuttle,PW-AE,0.008000000000000004,0.9093584447010971,0.9754230372711704,0.8622641509433961,0.9624429624429625,0.780974081458274,150.13971662521362,50000.0,42.0,,,,,,,,
sgd,shuttle,PW-AE,0.016,0.9456151985974007,0.9811594132088428,0.9187311178247733,0.9781280154390479,0.8661350042722871,148.764235496521,50000.0,42.0,,,,,,,,
sgd,shuttle,PW-AE,0.03200000000000001,0.9558463252959026,0.9836055051604773,0.9445100354191264,0.9800918836140888,0.9114212475078325,148.36753225326538,50000.0,42.0,,,,,,,,
sgd,shuttle,PW-AE,0.06399999999999999,0.9585323730237006,0.9850530931592261,0.9556794834164954,0.9857705116560702,0.9273711193392196,145.266215801239,50000.0,42.0,,,,,,,,
sgd,shuttle,PW-AE,0.128,0.9598229367726522,0.9858960668429896,0.9607498535442297,0.9888453421766656,0.9342067786955284,147.06656789779663,50000.0,42.0,,,,,,,,
sgd,shuttle,PW-AE,0.256,0.960514571100037,0.9861257665502969,0.9622586307782328,0.989172932330827,0.9367701509541441,144.16000247001648,50000.0,42.0,,,,,,,,
